o,d,generated_flow,Actual_flow
1160.0,830.0,2.548186,2.0
1020.0,1027.0,3.7268095,2.0
1957.0,243.0,2.3791714,2.0
1953.0,1779.0,3.9355702,2.0
54.0,1936.0,2.2404308,2.0
1127.0,240.0,2.5402794,3.0
1749.0,892.0,6.6527596,8.0
833.0,856.0,2.5221562,4.0
1728.0,949.0,2.0027378,2.0
207.0,99.0,2.3114915,4.0
1562.0,1459.0,2.3892295,4.0
1158.0,1805.0,2.4216638,2.0
431.0,1436.0,2.0399332,3.0
1994.0,2009.0,2.944607,2.0
194.0,1027.0,3.6407228,3.0
1260.0,892.0,3.240726,4.0
954.0,1049.0,2.521385,3.0
1164.0,1152.0,3.3118367,3.0
68.0,1485.0,2.0268373,2.0
61.0,1872.0,2.4893432,3.0
21.0,937.0,2.1260426,2.0
477.0,7.0,16.725374,39.0
111.0,491.0,2.505538,3.0
413.0,1216.0,2.0461192,3.0
1344.0,1096.0,2.1960707,2.0
5.0,4.0,7.2561965,4.0
32.0,1825.0,2.3739529,2.0
1850.0,1936.0,1.8337538,2.0
1850.0,1848.0,5.2379723,2.0
194.0,2082.0,1.9417667,2.0
810.0,1667.0,1.8055875,2.0
1164.0,112.0,2.251051,3.0
2000.0,2012.0,4.2377663,6.0
156.0,355.0,1.9763712,2.0
849.0,1134.0,5.0749664,3.0
529.0,272.0,2.013438,2.0
469.0,1574.0,2.2462273,2.0
1672.0,1779.0,3.1495738,2.0
1259.0,896.0,6.180237,10.0
843.0,1136.0,2.941949,7.0
194.0,1267.0,3.253727,2.0
797.0,1976.0,2.3699465,2.0
512.0,602.0,1.8308189,2.0
828.0,873.0,2.3330464,3.0
191.0,1016.0,2.552681,2.0
1278.0,2002.0,2.4501765,2.0
737.0,361.0,2.9177215,2.0
835.0,1805.0,2.6743898,5.0
156.0,135.0,2.0446439,2.0
835.0,857.0,7.5293326,5.0
191.0,1899.0,2.5501037,2.0
481.0,849.0,2.3052747,2.0
1757.0,115.0,2.2876353,2.0
1144.0,1779.0,2.634029,3.0
401.0,155.0,4.080102,3.0
206.0,1693.0,1.9521264,2.0
2011.0,1259.0,3.543078,2.0
656.0,1208.0,2.222276,2.0
2025.0,1984.0,3.7401276,2.0
841.0,1167.0,2.8355343,4.0
1261.0,2025.0,3.008977,2.0
844.0,469.0,2.590423,2.0
956.0,886.0,2.145435,2.0
523.0,1371.0,2.010457,2.0
991.0,1759.0,1.7882962,2.0
1769.0,310.0,1.9244992,2.0
1116.0,1133.0,3.9533336,4.0
410.0,105.0,2.0717278,2.0
116.0,364.0,2.583353,3.0
854.0,159.0,4.2985964,4.0
2036.0,913.0,2.4279075,3.0
2025.0,2035.0,3.605322,2.0
844.0,1165.0,3.2900023,2.0
1046.0,896.0,2.3555493,7.0
1603.0,1133.0,3.8221917,6.0
2011.0,176.0,2.2782204,2.0
2025.0,2036.0,7.253211,11.0
509.0,614.0,2.0674927,2.0
869.0,1580.0,1.9200617,2.0
264.0,500.0,1.8517287,2.0
840.0,1109.0,2.4092598,2.0
1039.0,54.0,1.9964597,2.0
492.0,326.0,2.1088457,2.0
371.0,1216.0,2.0164862,2.0
656.0,1861.0,3.2774148,7.0
1611.0,1978.0,2.5020947,2.0
1158.0,830.0,3.3951018,2.0
803.0,809.0,2.5540767,2.0
204.0,1112.0,5.1977386,5.0
2036.0,1096.0,2.0191517,2.0
737.0,411.0,2.923592,3.0
1837.0,0.0,4.3737144,4.0
1133.0,57.0,3.4594522,2.0
47.0,549.0,1.8686807,2.0
1005.0,1433.0,1.8481209,2.0
361.0,146.0,2.2492938,2.0
1899.0,920.0,3.6458554,5.0
423.0,1598.0,2.0715835,2.0
145.0,121.0,1.9478221,2.0
2010.0,957.0,2.3869672,2.0
1175.0,1603.0,2.0697784,3.0
2079.0,1670.0,2.0331225,3.0
906.0,1284.0,2.2175899,8.0
675.0,401.0,2.3331683,2.0
509.0,1932.0,2.2418952,2.0
843.0,1152.0,5.468396,10.0
207.0,75.0,2.6214862,3.0
194.0,1909.0,3.2706938,2.0
529.0,1730.0,2.6910825,5.0
1915.0,1848.0,3.5846725,2.0
511.0,61.0,2.1391582,2.0
872.0,1959.0,1.9675086,2.0
1229.0,1310.0,2.0249119,2.0
1047.0,2002.0,3.024927,2.0
240.0,1188.0,2.1077776,2.0
222.0,436.0,2.168201,2.0
712.0,364.0,2.3352733,3.0
805.0,203.0,2.0989606,2.0
2025.0,999.0,2.3379438,2.0
1779.0,1947.0,2.2364383,2.0
883.0,906.0,6.8968854,9.0
892.0,1040.0,1.8443949,2.0
1872.0,438.0,2.4008617,3.0
1636.0,364.0,2.1406908,2.0
844.0,851.0,1.963426,2.0
1968.0,357.0,2.211809,5.0
1562.0,2074.0,3.4742646,2.0
1188.0,166.0,2.7672286,2.0
903.0,1642.0,2.4042783,2.0
61.0,1334.0,1.8168836,2.0
633.0,676.0,2.03147,2.0
1044.0,898.0,2.7805746,2.0
828.0,1978.0,5.3949175,2.0
1124.0,862.0,1.9983811,2.0
431.0,1446.0,2.3860188,2.0
813.0,481.0,3.4439955,2.0
833.0,557.0,2.1510425,2.0
1568.0,1160.0,2.3430538,2.0
1748.0,1278.0,2.3143697,4.0
1833.0,1007.0,2.4667463,2.0
1214.0,1213.0,2.1022782,3.0
529.0,1833.0,1.8733758,3.0
96.0,402.0,2.0131402,2.0
1930.0,428.0,2.0502143,2.0
1953.0,864.0,2.9488244,5.0
207.0,809.0,7.908301,3.0
157.0,109.0,2.5827827,2.0
2028.0,1808.0,2.5673254,2.0
132.0,163.0,2.1385398,2.0
1441.0,1138.0,1.8819666,2.0
813.0,1109.0,5.923852,5.0
1636.0,320.0,2.145978,2.0
131.0,1230.0,2.3057156,2.0
920.0,1859.0,1.9774698,2.0
193.0,500.0,3.8427489,8.0
940.0,908.0,3.0279899,2.0
832.0,833.0,3.1421535,2.0
2025.0,1809.0,2.0714347,3.0
1893.0,361.0,2.386013,2.0
135.0,1121.0,2.013511,2.0
401.0,1761.0,2.4820037,2.0
1757.0,364.0,3.2446523,7.0
237.0,1909.0,2.829554,3.0
1889.0,1371.0,3.6369967,3.0
392.0,1309.0,2.1127775,2.0
1129.0,863.0,2.0181885,2.0
1932.0,194.0,2.706123,3.0
1740.0,1907.0,2.2757924,2.0
1571.0,189.0,1.7749424,2.0
503.0,31.0,2.0271037,2.0
1338.0,1909.0,1.9520799,2.0
1900.0,1893.0,2.2911105,2.0
1755.0,1882.0,1.9221826,2.0
1225.0,1229.0,2.0530906,2.0
156.0,1196.0,4.5844593,7.0
1760.0,753.0,2.0765169,3.0
1600.0,828.0,2.3203425,2.0
633.0,412.0,1.9812204,2.0
399.0,97.0,1.9801339,2.0
1832.0,1580.0,2.177905,2.0
1930.0,1228.0,1.738873,3.0
2006.0,1047.0,2.6470928,2.0
1112.0,109.0,4.8946314,3.0
492.0,115.0,2.1193106,3.0
1308.0,99.0,2.3900957,2.0
1895.0,808.0,1.9336939,2.0
1441.0,1436.0,2.3018289,2.0
166.0,1198.0,2.4292352,4.0
1562.0,194.0,3.4256458,2.0
753.0,401.0,2.107224,2.0
2009.0,892.0,3.9127927,4.0
1278.0,1847.0,3.5133994,2.0
1832.0,1576.0,2.5860977,7.0
828.0,1158.0,12.170576,22.0
659.0,466.0,2.1660442,2.0
843.0,864.0,3.4217496,5.0
1270.0,1807.0,11.539877,35.0
1715.0,843.0,2.0605412,2.0
826.0,843.0,3.9821382,2.0
1953.0,866.0,2.8572476,3.0
485.0,446.0,1.9624158,2.0
1447.0,1442.0,2.087442,2.0
1861.0,348.0,2.5904505,2.0
1259.0,1274.0,3.7007499,4.0
1618.0,1308.0,2.15137,2.0
891.0,892.0,3.0250814,2.0
821.0,1160.0,3.0820713,4.0
1953.0,876.0,2.2637634,2.0
1930.0,1458.0,1.9225142,2.0
206.0,117.0,2.0892391,2.0
1848.0,1008.0,5.367655,5.0
137.0,154.0,1.9199631,2.0
1627.0,676.0,2.2849834,2.0
132.0,133.0,2.5291905,4.0
512.0,928.0,2.2375102,3.0
1133.0,840.0,2.9792902,4.0
1861.0,872.0,1.8624384,2.0
1585.0,1003.0,2.142161,2.0
1838.0,106.0,2.0996976,2.0
578.0,837.0,1.8820298,2.0
1930.0,449.0,4.3336353,3.0
1170.0,1942.0,2.1080055,2.0
1957.0,843.0,2.142683,2.0
1043.0,1848.0,3.0667675,7.0
1436.0,237.0,2.7871878,4.0
1878.0,1018.0,3.0309052,2.0
578.0,576.0,2.317287,2.0
940.0,883.0,7.565387,13.0
1923.0,1750.0,2.7322288,2.0
2039.0,1261.0,2.2906697,2.0
896.0,1191.0,2.2865067,4.0
1930.0,1815.0,2.156983,2.0
1870.0,431.0,2.0357337,2.0
1261.0,913.0,2.3008022,3.0
829.0,1112.0,2.5321426,2.0
411.0,1861.0,3.1443782,6.0
850.0,1779.0,3.8237767,3.0
1645.0,7.0,2.8458886,3.0
1109.0,1965.0,3.2576368,2.0
1562.0,486.0,2.5194547,2.0
1133.0,1168.0,3.5408008,3.0
832.0,1164.0,2.40985,2.0
154.0,1236.0,1.9009668,2.0
1862.0,1847.0,4.989797,5.0
2047.0,2036.0,2.2814946,2.0
1046.0,676.0,2.3268871,2.0
1127.0,1178.0,3.4508197,4.0
1761.0,376.0,2.0612097,2.0
2074.0,773.0,1.943107,2.0
780.0,1591.0,2.152954,2.0
880.0,480.0,2.3337245,3.0
1907.0,991.0,2.3699105,2.0
1973.0,835.0,2.710536,2.0
1122.0,1968.0,3.6244304,3.0
920.0,1020.0,2.3390563,2.0
167.0,1191.0,3.331403,6.0
109.0,204.0,2.9669654,3.0
1050.0,1239.0,2.0541687,2.0
856.0,479.0,2.7325368,2.0
469.0,1572.0,2.409512,2.0
738.0,1861.0,2.6914434,4.0
843.0,1948.0,3.0390844,3.0
828.0,1580.0,2.4678173,3.0
1824.0,57.0,2.0206242,3.0
438.0,1784.0,2.1345215,3.0
2009.0,1280.0,2.4151258,3.0
1932.0,1597.0,2.0134954,2.0
828.0,480.0,2.778673,2.0
1061.0,1058.0,2.600161,4.0
797.0,815.0,3.5537503,2.0
835.0,825.0,5.239374,3.0
512.0,613.0,2.3705313,2.0
1789.0,1421.0,3.0430899,2.0
892.0,905.0,3.60287,3.0
122.0,1816.0,4.0310593,10.0
1562.0,1573.0,2.9865265,3.0
1603.0,813.0,4.256544,5.0
1901.0,1283.0,2.1598802,2.0
1815.0,774.0,2.5803182,3.0
207.0,1177.0,5.8486643,3.0
1016.0,1595.0,1.8290696,2.0
1953.0,1943.0,1.9060051,2.0
1585.0,1027.0,2.0768352,2.0
780.0,185.0,2.1451628,2.0
155.0,664.0,2.3137221,2.0
297.0,1779.0,2.6940453,4.0
701.0,732.0,1.9694805,2.0
849.0,469.0,5.3000984,3.0
780.0,1371.0,4.717099,3.0
401.0,1204.0,2.390151,3.0
57.0,1783.0,14.775695,42.0
529.0,1711.0,1.9188778,2.0
814.0,1146.0,2.0674224,2.0
1858.0,1008.0,5.339956,11.0
1160.0,1139.0,3.6256056,3.0
1124.0,843.0,2.987228,2.0
1748.0,1270.0,2.50669,2.0
411.0,1124.0,1.9916841,3.0
42.0,193.0,2.0783653,2.0
810.0,835.0,4.2832236,4.0
833.0,109.0,4.967535,3.0
828.0,876.0,2.4091997,2.0
438.0,434.0,2.1516151,2.0
207.0,1171.0,3.6003795,5.0
327.0,320.0,2.461722,4.0
883.0,1016.0,4.6533594,2.0
1058.0,357.0,1.8951557,2.0
1838.0,151.0,2.0757205,4.0
1663.0,106.0,2.100556,2.0
1429.0,1023.0,2.36895,2.0
57.0,1784.0,3.0000827,5.0
732.0,245.0,2.4681635,2.0
1740.0,1029.0,2.065235,2.0
1838.0,620.0,3.202403,3.0
1061.0,198.0,2.0618253,2.0
1779.0,1229.0,2.2178156,3.0
872.0,111.0,3.0818255,4.0
828.0,862.0,2.764433,3.0
1807.0,2054.0,4.1200027,8.0
1121.0,824.0,1.8843801,2.0
1259.0,1808.0,2.3999429,2.0
191.0,2011.0,6.000509,2.0
57.0,1281.0,2.1877131,2.0
1878.0,1247.0,2.0364113,2.0
835.0,534.0,2.2363353,3.0
1136.0,835.0,4.674342,2.0
2063.0,1096.0,1.8453647,2.0
2036.0,198.0,1.9510411,2.0
1838.0,214.0,2.0312872,2.0
1755.0,1771.0,2.085609,2.0
813.0,850.0,5.2675376,4.0
850.0,276.0,5.8853197,3.0
401.0,756.0,2.0223384,2.0
1825.0,555.0,3.7675061,2.0
1915.0,1043.0,3.9578977,6.0
155.0,89.0,3.8727818,2.0
1878.0,744.0,1.9295326,2.0
1838.0,1942.0,2.1598322,2.0
717.0,240.0,2.3602662,2.0
666.0,1779.0,2.304452,2.0
1109.0,280.0,3.7411132,2.0
1562.0,2059.0,2.6103168,3.0
903.0,902.0,3.16968,3.0
449.0,438.0,2.2228835,2.0
896.0,898.0,2.3279016,4.0
585.0,1715.0,2.005617,2.0
1058.0,1040.0,2.2578433,2.0
1850.0,906.0,2.496719,2.0
1562.0,191.0,2.3832314,2.0
240.0,151.0,2.7217867,2.0
1850.0,1754.0,2.582571,2.0
587.0,109.0,2.560755,2.0
1043.0,1254.0,2.0700393,2.0
54.0,1020.0,2.038726,2.0
15.0,1844.0,2.769887,2.0
0.0,1646.0,2.5621676,2.0
451.0,1023.0,2.0260198,2.0
2000.0,194.0,5.359473,2.0
1899.0,1779.0,3.012434,3.0
774.0,272.0,2.5842702,2.0
140.0,196.0,1.8859303,2.0
898.0,1834.0,2.753665,2.0
2048.0,2050.0,2.0921803,2.0
176.0,1323.0,2.572763,2.0
2074.0,1070.0,2.2235937,2.0
1318.0,1192.0,2.2246728,2.0
828.0,107.0,3.3381066,3.0
936.0,933.0,2.0982447,2.0
1164.0,1128.0,2.025238,2.0
1186.0,245.0,2.941061,6.0
28.0,1058.0,4.0794315,3.0
1278.0,1268.0,2.269533,2.0
826.0,1160.0,3.9959912,4.0
667.0,167.0,2.0108619,2.0
5.0,1572.0,3.2175057,2.0
1055.0,1057.0,2.1184006,2.0
1909.0,783.0,2.167432,3.0
774.0,175.0,1.895224,2.0
1184.0,128.0,1.9560823,2.0
410.0,318.0,2.2912087,2.0
868.0,158.0,2.04428,3.0
207.0,76.0,3.6806285,5.0
1815.0,1975.0,2.2454243,2.0
1043.0,1044.0,10.2472725,9.0
1978.0,1779.0,2.7534826,2.0
1225.0,245.0,2.6418376,4.0
1961.0,1173.0,2.8921728,4.0
1147.0,1964.0,2.9890513,2.0
1158.0,828.0,6.8208637,11.0
1438.0,237.0,3.1687713,2.0
828.0,1112.0,11.123644,10.0
1259.0,1749.0,3.7457495,2.0
61.0,1371.0,2.3670242,3.0
1626.0,1868.0,2.1614618,2.0
857.0,1116.0,2.8659673,2.0
832.0,469.0,4.2360306,3.0
433.0,194.0,5.8477154,7.0
598.0,828.0,2.1912274,3.0
1041.0,1907.0,2.0118551,3.0
774.0,433.0,2.45417,2.0
193.0,2025.0,3.5311277,3.0
815.0,157.0,2.5445735,2.0
207.0,1838.0,3.0949147,3.0
1747.0,1043.0,3.0793033,3.0
1779.0,1948.0,2.5238447,2.0
2011.0,193.0,7.7008467,3.0
880.0,857.0,2.1576147,3.0
835.0,559.0,2.6323519,2.0
469.0,797.0,15.158923,12.0
1956.0,1146.0,2.6643057,2.0
1838.0,927.0,2.289241,3.0
476.0,4.0,6.9206123,5.0
1139.0,825.0,3.8531175,3.0
1133.0,1647.0,2.8100562,2.0
479.0,1113.0,2.1526027,2.0
1832.0,1668.0,2.5949266,2.0
487.0,1670.0,2.1401193,4.0
1111.0,812.0,2.1993778,2.0
93.0,469.0,2.9034228,2.0
1627.0,1861.0,2.6037598,3.0
1259.0,174.0,4.561204,4.0
1749.0,1011.0,2.521145,2.0
1847.0,106.0,1.96209,2.0
1820.0,997.0,2.008294,2.0
1970.0,1156.0,2.2120914,2.0
600.0,1838.0,4.045149,6.0
1259.0,1615.0,2.1044497,2.0
1838.0,1211.0,2.8679955,7.0
850.0,813.0,9.592007,5.0
828.0,804.0,2.16331,2.0
57.0,1369.0,2.9659324,8.0
206.0,1155.0,2.8451724,2.0
1046.0,1924.0,2.553485,4.0
1147.0,469.0,3.3573895,2.0
1779.0,138.0,2.0683522,2.0
1833.0,2027.0,2.4901142,4.0
616.0,109.0,2.3576798,2.0
490.0,176.0,2.23643,2.0
1858.0,891.0,1.9335018,2.0
1421.0,502.0,1.870618,2.0
1666.0,1647.0,5.143361,14.0
2011.0,1893.0,4.5183067,8.0
379.0,843.0,2.0584085,2.0
1068.0,883.0,2.790085,2.0
939.0,1747.0,3.0252736,3.0
156.0,1122.0,2.2609806,2.0
2006.0,1016.0,2.7440362,3.0
1850.0,1751.0,2.5856116,3.0
1018.0,2047.0,2.031021,3.0
1930.0,1917.0,1.8568364,2.0
454.0,778.0,2.1797771,2.0
15.0,1779.0,2.6146445,5.0
1415.0,1023.0,2.108414,2.0
194.0,1230.0,2.346723,2.0
1158.0,856.0,3.4577603,3.0
136.0,145.0,2.6035976,2.0
825.0,843.0,3.034748,2.0
2039.0,2011.0,2.2589154,2.0
2041.0,1096.0,2.078177,2.0
1852.0,1972.0,2.0176926,2.0
1158.0,1136.0,3.2878547,2.0
811.0,1109.0,3.39148,2.0
906.0,1068.0,3.2526898,3.0
1420.0,1413.0,1.9618416,2.0
1133.0,1152.0,2.9077003,3.0
813.0,109.0,6.3816476,3.0
674.0,1861.0,2.2786646,2.0
1147.0,1112.0,3.1473844,2.0
1852.0,828.0,2.5492508,3.0
358.0,1407.0,1.8923103,2.0
1755.0,701.0,2.0176024,2.0
840.0,1160.0,3.5639849,4.0
1164.0,876.0,1.8942696,2.0
191.0,1907.0,2.4322243,4.0
1383.0,1374.0,2.000888,2.0
1808.0,2009.0,2.794416,2.0
940.0,1248.0,3.4417064,3.0
1249.0,1677.0,1.8386083,2.0
1647.0,1666.0,3.6536212,4.0
835.0,1178.0,2.401663,2.0
94.0,1794.0,2.3670127,2.0
159.0,1121.0,2.5370786,2.0
151.0,240.0,4.258484,4.0
1175.0,797.0,2.2936265,2.0
193.0,1053.0,2.4127698,2.0
206.0,85.0,2.2615733,2.0
1812.0,1794.0,2.4077084,3.0
1012.0,883.0,3.5522718,3.0
1677.0,1058.0,2.3018234,3.0
193.0,1158.0,2.1820695,3.0
1189.0,1121.0,1.9154482,2.0
2043.0,206.0,2.040501,2.0
176.0,1742.0,2.9329705,4.0
1041.0,57.0,2.378108,2.0
1866.0,635.0,2.024311,2.0
1749.0,1845.0,2.9923873,4.0
1171.0,206.0,2.8000555,2.0
1807.0,2028.0,3.9828076,7.0
279.0,1981.0,3.1542146,2.0
1859.0,899.0,2.232163,3.0
892.0,1901.0,3.2107,3.0
76.0,206.0,2.7955453,2.0
89.0,105.0,2.207691,2.0
237.0,500.0,2.6827598,6.0
883.0,1915.0,8.101045,10.0
297.0,134.0,1.8178554,2.0
835.0,1117.0,2.1763666,2.0
1984.0,1910.0,3.6598287,3.0
1838.0,2063.0,4.1042185,4.0
849.0,835.0,4.5432005,2.0
194.0,1820.0,2.9691224,3.0
16.0,425.0,2.662669,3.0
1308.0,1771.0,2.632905,2.0
1728.0,253.0,1.8517056,2.0
2036.0,1267.0,2.418244,2.0
1984.0,1278.0,2.7457273,3.0
1562.0,1444.0,2.3845482,2.0
809.0,1152.0,2.9109328,3.0
1852.0,7.0,2.6884236,2.0
1850.0,1015.0,1.9240844,2.0
433.0,191.0,3.1001554,6.0
11.0,707.0,1.979214,2.0
29.0,437.0,1.8891203,2.0
1421.0,89.0,2.1365175,2.0
240.0,1231.0,2.278479,2.0
1611.0,1961.0,1.9083599,2.0
1852.0,1562.0,5.594477,5.0
1139.0,1969.0,1.7483435,2.0
112.0,240.0,2.6089668,2.0
2002.0,2003.0,2.2711062,4.0
155.0,1189.0,2.2993436,2.0
1858.0,1807.0,2.7165015,2.0
1133.0,1953.0,17.77738,14.0
12.0,1666.0,2.5293386,3.0
774.0,280.0,2.6902845,2.0
140.0,896.0,3.7501767,3.0
529.0,1869.0,2.6475158,2.0
1010.0,1260.0,2.5136433,5.0
155.0,1130.0,2.1812332,2.0
191.0,194.0,11.859257,29.0
1286.0,1287.0,4.199152,2.0
850.0,1981.0,3.6122088,2.0
1838.0,823.0,3.1386878,2.0
883.0,1251.0,5.2924137,11.0
822.0,109.0,2.6142054,2.0
1136.0,813.0,3.0924158,2.0
1825.0,2060.0,2.9824793,2.0
106.0,410.0,2.5563838,4.0
166.0,145.0,4.2294946,10.0
1894.0,1003.0,2.0270882,2.0
1820.0,449.0,2.886077,4.0
1148.0,1122.0,2.162547,2.0
1278.0,940.0,7.182378,9.0
1603.0,1112.0,4.4647036,2.0
191.0,1422.0,2.1383977,2.0
1562.0,843.0,2.8079414,2.0
994.0,1020.0,2.3799841,2.0
1248.0,1043.0,3.0774512,5.0
237.0,1429.0,4.93322,9.0
1121.0,166.0,2.3473973,2.0
892.0,1836.0,2.0479422,2.0
2011.0,888.0,3.1413598,5.0
147.0,239.0,2.256095,3.0
4.0,773.0,2.069096,2.0
1825.0,2063.0,2.6212668,2.0
1562.0,14.0,11.115593,17.0
297.0,1757.0,2.4793544,2.0
1066.0,888.0,2.1519341,2.0
1993.0,1043.0,2.2924778,2.0
1816.0,791.0,2.3901546,2.0
194.0,1112.0,2.365593,2.0
1134.0,1646.0,2.4572997,2.0
1316.0,1832.0,2.6256957,3.0
68.0,1780.0,1.8881986,2.0
1115.0,863.0,2.156686,2.0
856.0,838.0,3.5373278,2.0
898.0,1847.0,3.507123,3.0
1747.0,2009.0,2.6055613,4.0
529.0,1872.0,2.5782826,3.0
1807.0,1984.0,2.9995363,4.0
1007.0,1747.0,3.9574916,3.0
121.0,1807.0,6.935767,3.0
896.0,1046.0,2.6457357,2.0
193.0,1930.0,2.868379,3.0
2018.0,1878.0,3.3599706,3.0
509.0,57.0,2.5211878,3.0
624.0,489.0,1.9647636,2.0
1572.0,176.0,2.491373,5.0
222.0,1730.0,2.364088,2.0
2.0,1668.0,3.353876,2.0
1167.0,1113.0,2.1240578,2.0
42.0,194.0,2.1332955,3.0
1910.0,1749.0,2.4871068,2.0
1869.0,1325.0,1.9729493,2.0
1369.0,191.0,4.98082,3.0
1899.0,2046.0,2.1727355,2.0
849.0,1586.0,1.7095594,2.0
899.0,2019.0,2.7952676,2.0
2011.0,1749.0,6.7556,10.0
940.0,954.0,4.9070187,4.0
820.0,1832.0,2.2099533,2.0
1820.0,438.0,2.356556,3.0
1791.0,1794.0,2.0036464,2.0
149.0,1184.0,2.3459923,3.0
1785.0,1820.0,2.3372607,2.0
631.0,1861.0,2.1517694,3.0
1283.0,2054.0,2.349496,3.0
1261.0,914.0,2.1546314,2.0
194.0,1355.0,5.080222,4.0
2002.0,1996.0,2.0856652,2.0
1270.0,1047.0,2.0444536,2.0
850.0,560.0,3.1679504,3.0
1892.0,233.0,2.5653963,2.0
1899.0,744.0,2.3186867,2.0
1008.0,898.0,3.0405526,3.0
931.0,578.0,2.022588,2.0
107.0,1134.0,2.3791864,2.0
2011.0,1894.0,2.8387039,4.0
1292.0,1306.0,1.9321973,2.0
469.0,1948.0,3.370696,6.0
1807.0,1270.0,9.596322,25.0
1025.0,991.0,2.6096582,2.0
825.0,797.0,4.490921,7.0
1838.0,585.0,2.6598241,3.0
93.0,1978.0,4.3288965,7.0
1847.0,903.0,4.4222264,10.0
556.0,555.0,2.2227793,2.0
156.0,1195.0,2.9432168,3.0
921.0,1027.0,2.2007823,2.0
320.0,101.0,1.9668878,2.0
1208.0,1272.0,3.9006267,3.0
500.0,1007.0,2.3924432,2.0
1930.0,1456.0,2.1042461,2.0
2055.0,1852.0,2.6316109,2.0
121.0,2027.0,3.5225124,4.0
954.0,2014.0,2.3579106,3.0
13.0,1341.0,2.1410375,3.0
1195.0,240.0,2.9002547,3.0
1260.0,1016.0,2.705376,2.0
1825.0,930.0,2.035089,2.0
843.0,880.0,2.6845996,2.0
830.0,469.0,3.832244,3.0
1930.0,1421.0,2.1662,3.0
1591.0,1825.0,2.3082972,3.0
360.0,659.0,2.242313,3.0
178.0,1696.0,2.058354,2.0
1820.0,1789.0,3.2020602,2.0
1154.0,206.0,3.4674995,3.0
1737.0,1511.0,2.049869,2.0
176.0,1666.0,9.170422,17.0
529.0,1826.0,2.0740228,3.0
906.0,1846.0,3.3994694,3.0
1224.0,491.0,2.8607438,2.0
137.0,1173.0,2.537785,2.0
1284.0,1748.0,3.2227542,5.0
1133.0,829.0,3.0048237,2.0
155.0,402.0,3.1389604,3.0
1188.0,139.0,2.2517314,2.0
155.0,1234.0,2.913406,2.0
700.0,1214.0,1.8679252,2.0
520.0,529.0,2.6038833,3.0
2009.0,1834.0,2.8322945,3.0
2011.0,1922.0,4.1533422,5.0
1892.0,779.0,2.2374332,2.0
2046.0,1899.0,2.253234,2.0
1984.0,905.0,3.9561424,6.0
862.0,1948.0,2.3343248,4.0
