o,d,generated_flow,Actual_flow
94.0,1816.0,2.525345,2.0
523.0,1779.0,2.3178568,4.0
1607.0,109.0,3.5468946,2.0
1783.0,191.0,3.741559,2.0
991.0,1740.0,2.6321018,3.0
1165.0,825.0,2.102068,2.0
892.0,883.0,8.251472,2.0
1160.0,1742.0,1.9480959,2.0
1177.0,162.0,2.5539026,2.0
1434.0,1740.0,2.0481231,2.0
657.0,736.0,2.0132854,2.0
1156.0,1119.0,2.4109645,2.0
512.0,38.0,1.9025946,2.0
1286.0,2028.0,3.3149195,3.0
1981.0,1794.0,3.3145008,6.0
167.0,1209.0,2.8913758,3.0
155.0,1188.0,2.3612752,2.0
204.0,839.0,2.9201827,3.0
1233.0,155.0,2.2863815,2.0
191.0,1779.0,3.0164194,8.0
469.0,204.0,6.314817,7.0
1838.0,797.0,3.264689,2.0
1175.0,809.0,3.4756265,2.0
1160.0,830.0,2.3526006,2.0
1020.0,1027.0,3.5199857,2.0
1957.0,243.0,2.4753494,2.0
1953.0,1779.0,3.2375176,2.0
54.0,1936.0,2.384766,2.0
1127.0,240.0,2.6466603,3.0
1749.0,892.0,9.149311,8.0
833.0,856.0,2.4392924,4.0
1728.0,949.0,2.0305588,2.0
207.0,99.0,2.1968505,4.0
1562.0,1459.0,2.8112483,4.0
1158.0,1805.0,2.7687147,2.0
431.0,1436.0,1.9549592,3.0
1994.0,2009.0,2.4086347,2.0
194.0,1027.0,2.912119,3.0
1260.0,892.0,3.009983,4.0
954.0,1049.0,2.30536,3.0
1164.0,1152.0,3.5770435,3.0
68.0,1485.0,2.1947646,2.0
61.0,1872.0,2.880237,3.0
21.0,937.0,2.3741605,2.0
477.0,7.0,23.605007,39.0
111.0,491.0,2.5558865,3.0
413.0,1216.0,2.0625157,3.0
1344.0,1096.0,2.3847828,2.0
5.0,4.0,6.401045,4.0
32.0,1825.0,2.4995534,2.0
1850.0,1936.0,1.8418697,2.0
1850.0,1848.0,5.302454,2.0
194.0,2082.0,1.9965255,2.0
810.0,1667.0,1.9738984,2.0
1164.0,112.0,2.3451226,3.0
2000.0,2012.0,2.5742574,6.0
156.0,355.0,2.0519533,2.0
849.0,1134.0,6.283085,3.0
529.0,272.0,1.9098319,2.0
469.0,1574.0,2.1864204,2.0
1672.0,1779.0,2.3779836,2.0
1259.0,896.0,9.167444,10.0
843.0,1136.0,2.3685036,7.0
194.0,1267.0,2.352438,2.0
797.0,1976.0,2.3379416,2.0
512.0,602.0,1.9215155,2.0
828.0,873.0,2.272913,3.0
191.0,1016.0,2.3382168,2.0
1278.0,2002.0,2.3345563,2.0
737.0,361.0,2.89005,2.0
835.0,1805.0,3.2565553,5.0
156.0,135.0,2.3461995,2.0
835.0,857.0,4.935443,5.0
191.0,1899.0,2.3808908,2.0
481.0,849.0,2.4181824,2.0
1757.0,115.0,2.5985088,2.0
1144.0,1779.0,2.2287123,3.0
401.0,155.0,3.420044,3.0
206.0,1693.0,2.0286546,2.0
2011.0,1259.0,4.029413,2.0
656.0,1208.0,2.1608205,2.0
2025.0,1984.0,3.185361,2.0
841.0,1167.0,2.6338954,4.0
1261.0,2025.0,2.7268038,2.0
844.0,469.0,2.320061,2.0
956.0,886.0,2.1135933,2.0
523.0,1371.0,2.0288694,2.0
991.0,1759.0,1.9342209,2.0
1769.0,310.0,1.9452082,2.0
1116.0,1133.0,3.1037052,4.0
410.0,105.0,2.1550517,2.0
116.0,364.0,2.890213,3.0
854.0,159.0,3.9917035,4.0
2036.0,913.0,2.667314,3.0
2025.0,2035.0,4.0663133,2.0
844.0,1165.0,2.6758256,2.0
1046.0,896.0,2.981133,7.0
1603.0,1133.0,3.3659792,6.0
2011.0,176.0,2.2814486,2.0
2025.0,2036.0,11.229843,11.0
509.0,614.0,2.1909347,2.0
869.0,1580.0,1.8705741,2.0
264.0,500.0,2.0140882,2.0
840.0,1109.0,2.240301,2.0
1039.0,54.0,2.0748577,2.0
492.0,326.0,2.1631725,2.0
371.0,1216.0,2.0302625,2.0
656.0,1861.0,4.4111786,7.0
1611.0,1978.0,2.452705,2.0
1158.0,830.0,2.518276,2.0
803.0,809.0,2.4677873,2.0
204.0,1112.0,4.6367416,5.0
2036.0,1096.0,2.027501,2.0
737.0,411.0,2.9486141,3.0
1837.0,0.0,7.8049307,4.0
1133.0,57.0,3.0778267,2.0
47.0,549.0,1.8893567,2.0
1005.0,1433.0,1.852464,2.0
361.0,146.0,2.2554424,2.0
1899.0,920.0,3.993863,5.0
423.0,1598.0,2.2800488,2.0
145.0,121.0,1.9558973,2.0
2010.0,957.0,2.1280036,2.0
1175.0,1603.0,1.9217105,3.0
2079.0,1670.0,1.9108517,3.0
906.0,1284.0,2.5785925,8.0
675.0,401.0,2.0826635,2.0
509.0,1932.0,2.248514,2.0
843.0,1152.0,6.28255,10.0
207.0,75.0,3.0387073,3.0
194.0,1909.0,2.4260974,2.0
529.0,1730.0,2.3712502,5.0
1915.0,1848.0,3.7428594,2.0
511.0,61.0,2.2046328,2.0
872.0,1959.0,1.8717449,2.0
1229.0,1310.0,2.0942016,2.0
1047.0,2002.0,2.7564979,2.0
240.0,1188.0,2.2682815,2.0
222.0,436.0,2.284242,2.0
712.0,364.0,2.2856026,3.0
805.0,203.0,2.0502605,2.0
2025.0,999.0,2.3306496,2.0
1779.0,1947.0,1.9819962,2.0
883.0,906.0,10.264425,9.0
892.0,1040.0,1.9538933,2.0
1872.0,438.0,2.606847,3.0
1636.0,364.0,2.193996,2.0
844.0,851.0,1.9005748,2.0
1968.0,357.0,2.0927222,5.0
1562.0,2074.0,4.466856,2.0
1188.0,166.0,3.8176093,2.0
903.0,1642.0,2.125477,2.0
61.0,1334.0,1.9474174,2.0
633.0,676.0,1.8941342,2.0
1044.0,898.0,2.2819555,2.0
828.0,1978.0,4.804347,2.0
1124.0,862.0,2.1206696,2.0
431.0,1446.0,2.2764049,2.0
813.0,481.0,3.035034,2.0
833.0,557.0,2.3147554,2.0
1568.0,1160.0,2.2318614,2.0
1748.0,1278.0,2.312247,4.0
1833.0,1007.0,2.4914482,2.0
1214.0,1213.0,2.317044,3.0
529.0,1833.0,1.9281173,3.0
96.0,402.0,1.9912843,2.0
1930.0,428.0,2.187579,2.0
1953.0,864.0,2.4503474,5.0
207.0,809.0,5.547751,3.0
157.0,109.0,2.7294831,2.0
2028.0,1808.0,2.8873284,2.0
132.0,163.0,2.2811487,2.0
1441.0,1138.0,2.12817,2.0
813.0,1109.0,5.660798,5.0
1636.0,320.0,2.3009317,2.0
131.0,1230.0,2.6297154,2.0
920.0,1859.0,1.9488369,2.0
193.0,500.0,2.7584882,8.0
940.0,908.0,2.6205144,2.0
832.0,833.0,2.6959052,2.0
2025.0,1809.0,2.2317128,3.0
1893.0,361.0,2.3371112,2.0
135.0,1121.0,2.1120152,2.0
401.0,1761.0,2.744329,2.0
1757.0,364.0,3.1928525,7.0
237.0,1909.0,2.496838,3.0
1889.0,1371.0,3.1793406,3.0
392.0,1309.0,2.1224256,2.0
1129.0,863.0,2.077017,2.0
1932.0,194.0,2.7551188,3.0
1740.0,1907.0,2.1505415,2.0
1571.0,189.0,1.8869007,2.0
503.0,31.0,2.0027251,2.0
1338.0,1909.0,1.8686101,2.0
1900.0,1893.0,2.2615702,2.0
1755.0,1882.0,1.8657352,2.0
1225.0,1229.0,2.3683977,2.0
156.0,1196.0,5.5611033,7.0
1760.0,753.0,2.2845004,3.0
1600.0,828.0,2.1598506,2.0
633.0,412.0,1.9907709,2.0
399.0,97.0,2.108579,2.0
1832.0,1580.0,2.3970034,2.0
1930.0,1228.0,1.902155,3.0
2006.0,1047.0,2.3659039,2.0
1112.0,109.0,4.237743,3.0
492.0,115.0,2.1582375,3.0
1308.0,99.0,2.4765108,2.0
1895.0,808.0,2.014247,2.0
1441.0,1436.0,2.4634626,2.0
166.0,1198.0,3.6864471,4.0
1562.0,194.0,3.4923503,2.0
753.0,401.0,2.0023794,2.0
2009.0,892.0,3.5325322,4.0
1278.0,1847.0,3.4244273,2.0
1832.0,1576.0,3.0269952,7.0
828.0,1158.0,9.409886,22.0
659.0,466.0,2.8796782,2.0
843.0,864.0,2.756209,5.0
1270.0,1807.0,17.79653,35.0
1715.0,843.0,2.053471,2.0
826.0,843.0,3.3876183,2.0
1953.0,866.0,2.734463,3.0
485.0,446.0,2.0761397,2.0
1447.0,1442.0,2.3065248,2.0
1861.0,348.0,2.1573899,2.0
1259.0,1274.0,4.830636,4.0
1618.0,1308.0,2.3921742,2.0
891.0,892.0,3.5418658,2.0
821.0,1160.0,2.5492442,4.0
1953.0,876.0,2.324994,2.0
1930.0,1458.0,2.1586695,2.0
206.0,117.0,2.1042738,2.0
1848.0,1008.0,4.806373,5.0
137.0,154.0,2.0657105,2.0
1627.0,676.0,2.1870613,2.0
132.0,133.0,3.133142,4.0
512.0,928.0,2.1913416,3.0
1133.0,840.0,2.5547562,4.0
1861.0,872.0,1.9828167,2.0
1585.0,1003.0,2.2864099,2.0
1838.0,106.0,2.1607072,2.0
578.0,837.0,1.9494472,2.0
1930.0,449.0,4.743104,3.0
1170.0,1942.0,2.0607991,2.0
1957.0,843.0,2.2984123,2.0
1043.0,1848.0,3.4317243,7.0
1436.0,237.0,2.7155771,4.0
1878.0,1018.0,2.7310886,2.0
578.0,576.0,2.4444396,2.0
940.0,883.0,5.135895,13.0
1923.0,1750.0,2.7186353,2.0
2039.0,1261.0,2.5538232,2.0
896.0,1191.0,2.6437423,4.0
1930.0,1815.0,2.1194272,2.0
1870.0,431.0,2.2064934,2.0
1261.0,913.0,2.525931,3.0
829.0,1112.0,2.3606052,2.0
411.0,1861.0,3.510592,6.0
850.0,1779.0,3.3219075,3.0
1645.0,7.0,4.791297,3.0
1109.0,1965.0,3.225624,2.0
1562.0,486.0,2.4060984,2.0
1133.0,1168.0,3.6024985,3.0
832.0,1164.0,2.2916088,2.0
154.0,1236.0,2.1440682,2.0
1862.0,1847.0,4.97744,5.0
2047.0,2036.0,2.1902814,2.0
1046.0,676.0,2.1189632,2.0
1127.0,1178.0,2.9493074,4.0
1761.0,376.0,2.3007517,2.0
2074.0,773.0,1.8861129,2.0
780.0,1591.0,2.2983768,2.0
880.0,480.0,2.1455505,3.0
1907.0,991.0,2.3911402,2.0
1973.0,835.0,2.71562,2.0
1122.0,1968.0,3.5304403,3.0
920.0,1020.0,2.2421582,2.0
167.0,1191.0,3.9029083,6.0
109.0,204.0,3.0184593,3.0
1050.0,1239.0,1.9796678,2.0
856.0,479.0,2.767126,2.0
469.0,1572.0,2.4243894,2.0
738.0,1861.0,2.6353083,4.0
843.0,1948.0,2.3325737,3.0
828.0,1580.0,3.838119,3.0
1824.0,57.0,2.0586505,3.0
438.0,1784.0,2.4226227,3.0
2009.0,1280.0,2.150005,3.0
1932.0,1597.0,2.1769052,2.0
828.0,480.0,2.566554,2.0
1061.0,1058.0,2.7931156,4.0
797.0,815.0,2.968756,2.0
835.0,825.0,4.1835823,3.0
512.0,613.0,2.7365513,2.0
1789.0,1421.0,2.844757,2.0
892.0,905.0,3.2217398,3.0
122.0,1816.0,13.776592,10.0
1562.0,1573.0,3.2855902,3.0
1603.0,813.0,3.4397018,5.0
1901.0,1283.0,2.3968883,2.0
1815.0,774.0,2.470502,3.0
207.0,1177.0,5.2499156,3.0
1016.0,1595.0,1.8837092,2.0
1953.0,1943.0,2.0538874,2.0
1585.0,1027.0,2.0806937,2.0
780.0,185.0,2.2426999,2.0
155.0,664.0,2.1926877,2.0
297.0,1779.0,2.3746486,4.0
701.0,732.0,1.9674422,2.0
849.0,469.0,4.306127,3.0
780.0,1371.0,5.5739164,3.0
401.0,1204.0,2.4646251,3.0
57.0,1783.0,23.836636,42.0
529.0,1711.0,1.9027736,2.0
814.0,1146.0,1.8895543,2.0
1858.0,1008.0,4.466513,11.0
1160.0,1139.0,3.027042,3.0
1124.0,843.0,3.7911258,2.0
1748.0,1270.0,3.046279,2.0
411.0,1124.0,2.0033803,3.0
42.0,193.0,2.0868983,2.0
810.0,835.0,3.419331,4.0
833.0,109.0,4.5221925,3.0
828.0,876.0,2.5581853,2.0
438.0,434.0,2.2708015,2.0
207.0,1171.0,4.2517514,5.0
327.0,320.0,2.5705018,4.0
883.0,1016.0,4.1932626,2.0
1058.0,357.0,1.9521325,2.0
1838.0,151.0,2.1633306,4.0
1663.0,106.0,2.1097279,2.0
1429.0,1023.0,2.0306442,2.0
57.0,1784.0,4.8749623,5.0
732.0,245.0,2.2223744,2.0
1740.0,1029.0,2.1348748,2.0
1838.0,620.0,2.642332,3.0
1061.0,198.0,2.1703353,2.0
1779.0,1229.0,1.9786048,3.0
872.0,111.0,2.7997303,4.0
828.0,862.0,2.9030297,3.0
1807.0,2054.0,4.342914,8.0
1121.0,824.0,1.9547275,2.0
1259.0,1808.0,2.3832579,2.0
191.0,2011.0,4.9911294,2.0
57.0,1281.0,2.04767,2.0
1878.0,1247.0,2.00174,2.0
835.0,534.0,2.5487711,3.0
1136.0,835.0,3.1707914,2.0
2063.0,1096.0,1.8716639,2.0
2036.0,198.0,1.9566541,2.0
1838.0,214.0,2.102021,2.0
1755.0,1771.0,2.1484346,2.0
813.0,850.0,5.3116646,4.0
850.0,276.0,4.1972475,3.0
401.0,756.0,1.9393392,2.0
1825.0,555.0,3.0304074,2.0
1915.0,1043.0,5.5128584,6.0
155.0,89.0,3.2202783,2.0
1878.0,744.0,1.9863158,2.0
1838.0,1942.0,2.205484,2.0
717.0,240.0,2.2814367,2.0
666.0,1779.0,2.2836845,2.0
1109.0,280.0,3.650995,2.0
1562.0,2059.0,2.9015336,3.0
903.0,902.0,3.397664,3.0
449.0,438.0,2.44028,2.0
896.0,898.0,2.3598285,4.0
585.0,1715.0,1.9741228,2.0
1058.0,1040.0,2.5365615,2.0
1850.0,906.0,2.864501,2.0
1562.0,191.0,2.6629448,2.0
240.0,151.0,3.5674834,2.0
1850.0,1754.0,2.5087361,2.0
587.0,109.0,2.5761743,2.0
1043.0,1254.0,2.0389175,2.0
54.0,1020.0,2.042701,2.0
15.0,1844.0,2.498661,2.0
0.0,1646.0,4.2910304,2.0
451.0,1023.0,2.0642388,2.0
2000.0,194.0,3.7525816,2.0
1899.0,1779.0,2.6176867,3.0
774.0,272.0,2.339057,2.0
140.0,196.0,1.9276042,2.0
898.0,1834.0,2.6194525,2.0
2048.0,2050.0,2.2969282,2.0
176.0,1323.0,2.4140728,2.0
2074.0,1070.0,2.5594034,2.0
1318.0,1192.0,2.31398,2.0
828.0,107.0,3.2931738,3.0
936.0,933.0,2.3255801,2.0
1164.0,1128.0,2.1492805,2.0
1186.0,245.0,2.896829,6.0
28.0,1058.0,3.9621124,3.0
1278.0,1268.0,2.2033653,2.0
826.0,1160.0,3.3708882,4.0
667.0,167.0,2.0808408,2.0
5.0,1572.0,3.6554291,2.0
1055.0,1057.0,2.3437002,2.0
1909.0,783.0,2.2920341,3.0
774.0,175.0,1.9255464,2.0
1184.0,128.0,2.0118937,2.0
410.0,318.0,2.4108388,2.0
868.0,158.0,2.2306795,3.0
207.0,76.0,3.9618676,5.0
1815.0,1975.0,2.2258859,2.0
1043.0,1044.0,9.815911,9.0
1978.0,1779.0,2.6003036,2.0
1225.0,245.0,2.8232756,4.0
1961.0,1173.0,3.2187715,4.0
1147.0,1964.0,2.2737184,2.0
1158.0,828.0,7.0335884,11.0
1438.0,237.0,2.9142454,2.0
828.0,1112.0,10.239168,10.0
1259.0,1749.0,4.4240494,2.0
61.0,1371.0,2.3387022,3.0
1626.0,1868.0,2.2642927,2.0
857.0,1116.0,2.590975,2.0
832.0,469.0,4.660833,3.0
433.0,194.0,4.5753913,7.0
598.0,828.0,2.0408072,3.0
1041.0,1907.0,1.9794035,3.0
774.0,433.0,2.3317842,2.0
193.0,2025.0,3.4279194,3.0
815.0,157.0,2.489662,2.0
207.0,1838.0,3.21705,3.0
1747.0,1043.0,3.5184817,3.0
1779.0,1948.0,1.9844656,2.0
2011.0,193.0,5.815515,3.0
880.0,857.0,2.1438684,3.0
835.0,559.0,2.6081142,2.0
469.0,797.0,12.85953,12.0
1956.0,1146.0,3.5073352,2.0
1838.0,927.0,2.2029,3.0
476.0,4.0,5.9885855,5.0
1139.0,825.0,2.952824,3.0
1133.0,1647.0,2.2878568,2.0
479.0,1113.0,2.3381734,2.0
1832.0,1668.0,2.5496821,2.0
487.0,1670.0,2.0779536,4.0
1111.0,812.0,2.1191454,2.0
93.0,469.0,2.5830884,2.0
1627.0,1861.0,2.9303474,3.0
1259.0,174.0,4.2600436,4.0
1749.0,1011.0,2.3665493,2.0
1847.0,106.0,1.9952224,2.0
1820.0,997.0,2.1521468,2.0
1970.0,1156.0,2.4679015,2.0
600.0,1838.0,4.4820685,6.0
1259.0,1615.0,2.5619864,2.0
1838.0,1211.0,2.3403227,7.0
850.0,813.0,9.3496475,5.0
828.0,804.0,2.2184882,2.0
57.0,1369.0,3.2514982,8.0
206.0,1155.0,3.16406,2.0
1046.0,1924.0,2.6901703,4.0
1147.0,469.0,3.327392,2.0
1779.0,138.0,1.9476247,2.0
1833.0,2027.0,2.7549415,4.0
616.0,109.0,2.3512073,2.0
490.0,176.0,2.166533,2.0
1858.0,891.0,1.9154592,2.0
1421.0,502.0,1.9200897,2.0
1666.0,1647.0,8.789652,14.0
2011.0,1893.0,4.0509253,8.0
379.0,843.0,2.0612392,2.0
1068.0,883.0,3.2538557,2.0
939.0,1747.0,2.9739993,3.0
156.0,1122.0,2.4461036,2.0
2006.0,1016.0,2.682736,3.0
1850.0,1751.0,2.3744383,3.0
1018.0,2047.0,2.162969,3.0
1930.0,1917.0,2.091907,2.0
454.0,778.0,2.3568294,2.0
15.0,1779.0,2.5052454,5.0
1415.0,1023.0,2.1420956,2.0
194.0,1230.0,2.0316234,2.0
1158.0,856.0,2.846432,3.0
136.0,145.0,3.027183,2.0
825.0,843.0,2.745758,2.0
2039.0,2011.0,1.9989966,2.0
2041.0,1096.0,2.0745547,2.0
1852.0,1972.0,2.015993,2.0
1158.0,1136.0,2.6049213,2.0
811.0,1109.0,3.157024,2.0
906.0,1068.0,3.4118733,3.0
1420.0,1413.0,1.9993641,2.0
1133.0,1152.0,2.6651301,3.0
813.0,109.0,4.039609,3.0
674.0,1861.0,2.4893079,2.0
1147.0,1112.0,2.7692294,2.0
1852.0,828.0,2.5796523,3.0
358.0,1407.0,1.8453302,2.0
1755.0,701.0,1.9976676,2.0
840.0,1160.0,2.9230254,4.0
1164.0,876.0,2.1060925,2.0
191.0,1907.0,2.2411118,4.0
1383.0,1374.0,2.1951823,2.0
1808.0,2009.0,2.628962,2.0
940.0,1248.0,2.3901951,3.0
1249.0,1677.0,1.9081519,2.0
1647.0,1666.0,4.284523,4.0
835.0,1178.0,2.2362804,2.0
94.0,1794.0,4.0392923,2.0
159.0,1121.0,2.170409,2.0
151.0,240.0,4.559968,4.0
1175.0,797.0,2.1996853,2.0
193.0,1053.0,2.2833734,2.0
206.0,85.0,2.1651068,2.0
1812.0,1794.0,2.7279048,3.0
1012.0,883.0,4.4433355,3.0
1677.0,1058.0,2.5711062,3.0
193.0,1158.0,2.1450934,3.0
1189.0,1121.0,1.9173777,2.0
2043.0,206.0,2.0578747,2.0
176.0,1742.0,2.386524,4.0
1041.0,57.0,2.2022173,2.0
1866.0,635.0,2.2453654,2.0
1749.0,1845.0,2.8493361,4.0
1171.0,206.0,3.2724762,2.0
1807.0,2028.0,3.959524,7.0
279.0,1981.0,3.686928,2.0
1859.0,899.0,2.0534508,3.0
892.0,1901.0,3.058466,3.0
76.0,206.0,2.8828259,2.0
89.0,105.0,2.123156,2.0
237.0,500.0,2.4601355,6.0
883.0,1915.0,6.9473476,10.0
297.0,134.0,1.8948734,2.0
835.0,1117.0,2.177267,2.0
1984.0,1910.0,2.9254634,3.0
1838.0,2063.0,2.539343,4.0
849.0,835.0,3.3859832,2.0
194.0,1820.0,2.393502,3.0
16.0,425.0,2.8720262,3.0
1308.0,1771.0,2.631254,2.0
1728.0,253.0,1.9038875,2.0
2036.0,1267.0,2.325725,2.0
1984.0,1278.0,2.3731694,3.0
1562.0,1444.0,2.331863,2.0
809.0,1152.0,2.6674933,3.0
1852.0,7.0,3.0270956,2.0
1850.0,1015.0,2.0608711,2.0
433.0,191.0,3.454124,6.0
11.0,707.0,1.9653488,2.0
29.0,437.0,1.9660116,2.0
1421.0,89.0,1.8829124,2.0
240.0,1231.0,2.7329955,2.0
1611.0,1961.0,2.0494373,2.0
1852.0,1562.0,5.5954924,5.0
1139.0,1969.0,1.930132,2.0
112.0,240.0,2.8828883,2.0
2002.0,2003.0,2.2859612,4.0
155.0,1189.0,2.1998239,2.0
1858.0,1807.0,3.1204739,2.0
1133.0,1953.0,15.830177,14.0
12.0,1666.0,2.517365,3.0
774.0,280.0,2.3614507,2.0
140.0,896.0,4.534908,3.0
529.0,1869.0,2.3923526,2.0
1010.0,1260.0,2.3566306,5.0
155.0,1130.0,2.209068,2.0
191.0,194.0,17.190075,29.0
1286.0,1287.0,3.9490294,2.0
850.0,1981.0,4.0412908,2.0
1838.0,823.0,2.5939407,2.0
883.0,1251.0,5.9745746,11.0
822.0,109.0,2.4150472,2.0
1136.0,813.0,2.6401243,2.0
1825.0,2060.0,2.4974442,2.0
106.0,410.0,2.4937015,4.0
166.0,145.0,5.3053555,10.0
1894.0,1003.0,1.991689,2.0
1820.0,449.0,2.8541203,4.0
1148.0,1122.0,2.5328107,2.0
1278.0,940.0,5.398166,9.0
1603.0,1112.0,3.6969228,2.0
191.0,1422.0,2.1766353,2.0
1562.0,843.0,2.657409,2.0
994.0,1020.0,2.5410938,2.0
1248.0,1043.0,3.3673284,5.0
237.0,1429.0,4.3637257,9.0
1121.0,166.0,2.9335656,2.0
892.0,1836.0,2.1931498,2.0
2011.0,888.0,2.9414382,5.0
147.0,239.0,2.4350276,3.0
4.0,773.0,2.0624862,2.0
1825.0,2063.0,2.2284613,2.0
1562.0,14.0,14.845998,17.0
297.0,1757.0,2.3909907,2.0
1066.0,888.0,2.1437736,2.0
1993.0,1043.0,2.448308,2.0
1816.0,791.0,3.8368897,2.0
194.0,1112.0,2.144646,2.0
1134.0,1646.0,2.2039685,2.0
1316.0,1832.0,2.4702425,3.0
68.0,1780.0,1.9235061,2.0
1115.0,863.0,2.140391,2.0
856.0,838.0,2.9115279,2.0
898.0,1847.0,2.9413288,3.0
1747.0,2009.0,2.4370801,4.0
529.0,1872.0,2.6330962,3.0
1807.0,1984.0,2.4209552,4.0
1007.0,1747.0,3.438457,3.0
121.0,1807.0,6.8810687,3.0
896.0,1046.0,2.7799587,2.0
193.0,1930.0,2.5238018,3.0
2018.0,1878.0,3.0381742,3.0
509.0,57.0,2.320256,3.0
624.0,489.0,1.9725553,2.0
1572.0,176.0,2.6204145,5.0
222.0,1730.0,2.045744,2.0
2.0,1668.0,3.4253483,2.0
1167.0,1113.0,2.288991,2.0
42.0,194.0,2.128903,3.0
1910.0,1749.0,2.5070157,2.0
1869.0,1325.0,2.0280719,2.0
1369.0,191.0,4.733919,3.0
1899.0,2046.0,2.311133,2.0
849.0,1586.0,1.9236786,2.0
899.0,2019.0,2.7394319,2.0
2011.0,1749.0,5.4463463,10.0
940.0,954.0,3.8855963,4.0
820.0,1832.0,2.1914263,2.0
1820.0,438.0,2.4422622,3.0
1791.0,1794.0,2.3353271,2.0
149.0,1184.0,2.2763329,3.0
1785.0,1820.0,2.619553,2.0
631.0,1861.0,2.1647048,3.0
1283.0,2054.0,2.5967634,3.0
1261.0,914.0,2.1744878,2.0
194.0,1355.0,4.4212437,4.0
2002.0,1996.0,2.0057952,2.0
1270.0,1047.0,1.9603945,2.0
850.0,560.0,3.3169017,3.0
1892.0,233.0,2.2753496,2.0
1899.0,744.0,2.249354,2.0
1008.0,898.0,2.8833268,3.0
931.0,578.0,2.0243242,2.0
107.0,1134.0,2.3919172,2.0
2011.0,1894.0,2.3283448,4.0
1292.0,1306.0,1.940553,2.0
469.0,1948.0,2.9710436,6.0
1807.0,1270.0,14.692329,25.0
1025.0,991.0,2.8569312,2.0
825.0,797.0,3.341505,7.0
1838.0,585.0,2.5347345,3.0
93.0,1978.0,4.3369465,7.0
1847.0,903.0,6.4820123,10.0
556.0,555.0,2.4374795,2.0
156.0,1195.0,3.3239155,3.0
921.0,1027.0,2.2759695,2.0
320.0,101.0,1.9774877,2.0
1208.0,1272.0,3.2991035,3.0
500.0,1007.0,2.4041688,2.0
1930.0,1456.0,2.2058516,2.0
2055.0,1852.0,2.403351,2.0
121.0,2027.0,4.472168,4.0
954.0,2014.0,2.2643719,3.0
13.0,1341.0,2.424584,3.0
1195.0,240.0,3.599578,3.0
1260.0,1016.0,2.655291,2.0
1825.0,930.0,2.1116672,2.0
843.0,880.0,2.4846787,2.0
830.0,469.0,4.0518966,3.0
1930.0,1421.0,2.1908498,3.0
1591.0,1825.0,2.3075123,3.0
360.0,659.0,2.463655,3.0
178.0,1696.0,2.1473083,2.0
1820.0,1789.0,3.0991352,2.0
1154.0,206.0,3.935331,3.0
1737.0,1511.0,2.2334151,2.0
176.0,1666.0,11.415846,17.0
529.0,1826.0,2.0383382,3.0
906.0,1846.0,3.2211583,3.0
1224.0,491.0,2.109274,2.0
137.0,1173.0,3.1860995,2.0
1284.0,1748.0,4.141649,5.0
1133.0,829.0,2.3954687,2.0
155.0,402.0,3.0450058,3.0
1188.0,139.0,2.4983792,2.0
155.0,1234.0,3.3044305,2.0
700.0,1214.0,1.9546528,2.0
520.0,529.0,2.8358004,3.0
2009.0,1834.0,2.8221307,3.0
2011.0,1922.0,5.2919273,5.0
1892.0,779.0,2.1855946,2.0
2046.0,1899.0,2.4950442,2.0
1984.0,905.0,3.4249096,6.0
862.0,1948.0,2.6937609,4.0
